# Graph from HAT-P-2b, page 1
t 	     	flux
0.936338	1.000000
0.936901	1.000000
0.937746	1.000034
0.938873	1.000068
0.939718	1.000103
0.941549	1.000172
0.943239	1.000206
0.944084	1.000206
0.944929	1.000206
0.945774	1.000344
0.946619	1.000482
0.947464	0.9997931
0.948028	1.000793
0.949014	1.000689
0.949859	1.000620
0.950845	1.000344
0.951830	1.000172
0.952816	1.000103
0.955633	1.000034
0.956760	1.000034
0.957887	1.000034
0.958873	1.000034
0.960000	1.000000
0.960845	1.000000
0.961549	1.000000
0.962816	1.000000
0.963943	1.000000
0.965211	1.000068

